nom,iata,icao
Chatham Islands / Tuuta Airport,CHT,NZCI
Daqing Sartu Airport,DQA,ZYDQ
McMinn County Airport,MMI,KMMI
Medina Municipal Airport,,
McKellar-Sipes Regional Airport,MKL,KMKL
Mehsana Airport,,
Vincent Fayks Airport,OEM,SMPA
Marshall County Airport,,KMPG
Merritt Island Airport,COI,KCOI
McGee Airport,,
McCreary County Airport,,
Mbandaka Airport,MDK,FZEA
Meerut Airport,,VI2B
Martha's Vineyard Airport,MVY,KMVY
Martin Field,,
Marion County – Rankin Fite Airport
Merrimack Valley Seaplane Base,,
Mekane Selam Airport,MKS
Dodoma Airport,DOD
Pemba Airport,PMA
Abeid Amani Karume International Airport,ZNZ
Durango–La Plata County Airport,DRO,KDRO
Aden International Airport,ADE,OYAA
Warsaw-Modlin Mazovia Airport,WMI,EPMO
Manston Airport,MSE,EGMH
Chu Lai Airport,VCL,VVCA
Alykel Airport,NSK,UOOO
Bydgoszcz Ignacy Jan Paderewski Airport,BZG,EPBY
Le Havre – Octeville Airport,LEH,LFOH
Chaves Airport,CHV,LPCH
Chambéry Airport,CMF,LFLB
Charlottetown Airport,YYG,CYYG
"Châteauroux-Centre ""Marcel Dassault"" Airport",CHR,LFLX
Khasab Airport,KHS,OOKB
Colmar Airport,CMR,LFGA
Cold Bay Airport,CDB,PACD
Cibao International Airport,STI,MDST
Ciudad Real Central Airport,CQM,LERL
Clermont-Ferrand Auvergne Airport,CFE,LFLC
Comiso Airport,CIY,LICB
Coventry Airport,CVT,EGBE
Arthur Napoleon Raymond Robinson International Airport,TAB,TTCP
Corvo Airport,CVU,LPCR
Craiova Airport,CRA,LRCV
Davis Airport,,
Dansville Municipal Airport,DSV,KDSV
Davenport Municipal Airport,DVN,KDVN
David's Airport,,
Danville Airport,,
Dannevirke Aerodrome,,NZDV
Chehalem Airpark,,
Cherokee County Airport,JKV,KJSO
Chautauqua County/Dunkirk Airport,DKK,KDKK
Daviess County Airport,,KDCY
De Leon Municipal Airport,,
Danbury Municipal Airport,DXR,KDXR
Cheyenne County Municipal Airport,,KSYF
Chesterfield County Airport,,KFCI
Chenoweth Airpark,,
Cheraw Municipal Airport
Decatur Airport,DEC,KDEC
Davis Field,MKO,KMKO
Davidson Field,,
Daniels Field,,
Dayton–Wright Brothers Airport,MGY,KMGY
Davis Airport,,
Chesapeake Regional Airport,,KCPK
Chester County G. O. Carlson Airport,CTH,KMQS
Davison Army Airfield,DAA,KDAA
Chattanooga Metropolitan Airport,CHA,KCHA
Chetek Municipal-Southworth Airport,,
Dare County Regional Airport,MEO,KMQI
Van Wagnen Airport,,
Davis Field,,
Chengde Airport,CDE,ZBCD
Davidson County Airport,,KEXX
Chicago Executive Airport,PWK,KPWK
Chautauqua County-Jamestown Airport,JHW,KJHW
Decatur County Industrial Air Park,BGE,KBGE
Decatur Hi-Way Airport,DCR,KDCR
Chester Catawba Regional Airport,,KDCM
Cherry Springs Airport,,
Nepalgunj Airport,KEP,VNNG
Farsund Airport,FAN,ENLI
Oppdal Airport,,ENOP
Voss Airport,,ENBM
Tønsberg Airport,,ENJB
Ellison Onizuka Kona International Airport,KOA,PHKO
Værøy Airport,VRY,ENVY
Maxwell Air Force Base,MXF,KMXF
Nouakchott Old Airport,,GQNN
Bacolod-Silay International Airport,BCD,RPVB
Hinche Airport,,
Kengtung Airport,KET,VYKG
Putao Airport,PBU,VYPT
Orenburg Tsentralny Airport,REN,UWOO
Challis Airport,CHL,KLLJ
Punta Gorda Airport,PGD,KPGD
Chandigarh Airport,IXC,VICG
Madeira Airport,FNC,LPMA
Cancún International Airport,CUN,MMUN
Dzaoudzi Pamandzi International Airport,DZA,FMCZ
Haifa International Airport
Pristina International Airport Adem Jashari,PRN,BKPR
Pagadian Airport,PAG,RPMP
Maya-Maya Airport,BZV,FCBB
Ahmed Sékou Touré International Airport,CKY,GUCY
Târgu Mureș International Airport,TGM,LRTM
Ernesto Cortissoz International Airport,BAQ,SKBQ
Saint-Étienne – Bouthéon Airport,EBU,LFMH
International airport of Ndjili,FIH,FZAA
Enschede Airport Twente,ENS,EHTW
Bristol Filton Airport,FZO,EGTG
Wickenby Aerodrome,,EGNW
Wakkanai Airport,WKJ,RJCW
Iejima Airport,IEJ,RORE
Hamilton International Airport
Deir ez-Zor Airport,DEZ,OSDZ
Cherif Al Idrissi Airport,AHU,GMTA
Kunming Changshui International Airport,KMG,ZPPP
Minsk-1 Airport,MHP,UMMM
Vitebsk Vostochny Airport,VTB,UMII
Nanchang Changbei International Airport,KHN,ZSCN
Jinan Yaoqiang International Airport,TNA,ZSJN
Miyazaki Airport,KMI,RJFM
French Frigate Shoals Airport,,PHHF
Angads Airport,OUD,GMFO
Nakhon Si Thammarat Airport,NST,VTSF
Bamburi Airport,BMQ
Pemba Airport,POL,FQPB
Bol Airport,BWK,LDSB
"Brønnøysund Airport, Brønnøy",BNN,ENBN
Brussels South Charleroi Airport,CRL,EBCI
Buriram Airport,BFV,VTUO
Bălți City Airport,,
Caen – Carpiquet Airport,CFR,LFRK
Carmelo Airport,,SULO
Carmelo Airport,,SUCM
Cascais Municipal Aerodrome,CAT,LPCS
Calvi – Sainte-Catherine Airport,CLY,LFKC
Castellón-Costa Azahar Airport,CDT,LECH
The Eastern Iowa Airport,CID,KCID
Cayo Coco Airport,CCC,MUOC
Chetwynd Airport,YCQ,CYCQ
De Lesseps Lake Airport,,
Dawson Creek (Flying L Ranch) Airport,,
Debden Airport,,
Chichester/Goodwood Airport,QUG,EGHR
DeBolt Aerodrome,,CFG4
Davidson Municipal Airport,,
Chesterfield Inlet Airport,YCS,CYCS
Daniel Z. Romualdez Airport,TAC,RPVA
Datadawai Airport,DTD,WALJ
Dargaville Aerodrome,DGR,NZDA
Chicoutimi/Saint-Honoré Aerodrome,YRC,CYRC
Dawson Community Airport,GDV,KGDV
Darke County Airport,VES,KVES
Daniel Field,DNL,KDNL
David Jay Perry Airport,,
De Lesseps Field,,
Daman Airport,NMB,VADN
Lienz-Nikolsdorf Airport,,LOKL
RNAS Culdrose,,EGDR
Leshukonskoye Airport,LDG,ULAL
Solovki Airport,CSH,ULAS
Kirovsk-Apatity Airport,KVK,ULMK
Meigs Field,CGX,KCGX
Jackson Hole Airport,JAC,KJAC
Surkhet Airport,SKH,VNSK
Martin County Airport,,KMCZ
Mattituck Airport,,
Maripasoula Airport,MPY,SOOA
Marr Field,,
Mariquita Airport,MQU,SKQU
McAlester Regional Airport,MLC,KMLC
Marshfield Municipal Airport,,KGHG
Massenya Airport,,
McComb-Pike County Airport,MCB,KMCB
Marlboro County Jetport,BTN,KBBP
Marion Municipal Airport,MZZ,KMZZ
McArthur River Airport,,
Merillat Airport,,
Mary's Harbour Airport,YMH,CYMH
Marlin Airport,,
Medicine Hat/Schlenker Airport,,CFZ3
Marion Municipal Airport,MNN,KMNN
Matheson Island Airport,,
Melville Municipal Airport,,
McQuesten Airport,,
Massey Ranch Airpark,,
McClusky Municipal Airport,,
Mason City Municipal Airport,MCW,KMCW
Mekoryuk Airport,MYU,PAMY
Marshall Don Hunter Sr. Airport,MLL,PADM
Merrill Field,MRI,PAMR
Mark Anton Airport,,
Mariposa-Yosemite Airport,RMY,KMPI
Julius Nyerere International Airport,DAR
Kemi-Tornio Airport,KEM,EFKE
London Southend Airport,SEN,EGMC
Agadir–Al Massira Airport,AGA,GMAD
Vigo-Peinador Airport,VGO,LEVX
Tocumen International Airport,PTY,MPTO
Bradley International Airport,BDL,KBDL
Pittsburgh International Airport,PIT,KPIT
Cozumel International Airport,CZM,MMCZ
Alejandro Velasco Astete International Airport,CUZ,SPZO
Hato International Airport,CUR,TNCC
Dabolim Airport,GOI,VAGO
Dakhla Airport,VIL,GMMH
Dalanzadgad Airport,DLZ,ZMDZ
Dalaman Airport,DLM,LTBS
De Kooy Airfield,DHR,EHKD
Denizli Çardak Airport,DNZ,LTAY
Del Bajío International Airport,BJX,MMLO
Desierto de Atacama Airport,CPO,SCAT
Des Moines International Airport,DSM,KDSM
Chandler Municipal Airport,,KCHD
Chan Gurney Municipal Airport,YKN,KYKN
Chambers County Airport,,
Chandalar Lake Airport,WCR,PALR
Chadron Municipal Airport,CDR,KCDR
Chanute Martin Johnson Airport,CNU,KCNU
Chamberlain USFS Airport,,
Charleston Executive Airport,,KJZI
Charlie Hammonds Seaplane Base,,
Chandelle Estates Airport,,
Charlotte-Monroe Executive Airport,,KEQY
Charleston Municipal Airport,,
Charlottetown Airport,YHG,CCH4
CFB Comox,YQQ,CYQQ
Chapman Aerodrome,,CEZ2
Chambly Airport,,
Charlevoix Airport,YML,CYML
Chapleau Airport,YLD,CYLD
Chadwick Airport,,
Chalgrove Airfield,,EGLJ
Changi Air Base (East),,WSAC
Chapman Memorial Field,,
Charlot River Airport,,
Chambley-Bussières Air Base,,LFJY
Charters Towers Airport,CXT,YCHT
Chachapoyas Airport,CHH,SPPY
Charles M. Schulz–Sonoma County Airport,STS,KSTS
Châlons Vatry Airport,XCR,LFOK
Chachoan Airport,ATF,SEAM
Makoua Airport,MKJ,FCOM
Mollendo Airport,,SPDO
Mala Mala Airport,AAM,FAMD
Morlaix – Ploujean Airport,MXN,LFRU
Nancy-Essey Airport,ENC,LFSN
Neuville Airport,,CNV9
Nero-Mer Airport,BBV,DIGN
Ouésso Airport,OUE,FCOU
Newport State Airport,NPT,KUUU
Sir Gaëtan Duval Airport,RRG,FIMR
Patreksfjörður Airport,PFJ,BIPA
Pontoise – Cormeilles Aerodrome,POX,LFPT
Pokemouche Airport,,
La Grande Rivière Airport,YGL,CYGL
Ras Al-Mishab Airport,,OERM
Ras Tanura Airport,,OERT
Qikiqtarjuaq Airport,YVM,CYVM
Rupsi Airport,RUP,VERU
Saint-Nazaire - Montoir Airport,SNR,LFRZ
Rivière-du-Loup Airport,YRI,CYRI
Riberalta Airport,RIB,SLRI
Rouyn-Noranda Airport,YUY,CYUY
Ruse Airport,ROU,LBRS
McClellan Airfield,MCC,KMCC
Mark Reynolds/North Mobile County Airport,,K15A
Mattawa Water Aerodrome,,
Melbourne Aerodrome,,CNM2
Mattawa Airport,,
McGavock Lake Water Aerodrome,,
Matagami Airport,YNM,CYNM
Masset Water Aerodrome,,
McClellan–Palomar Airport,CLD,KCRQ
Mbambanakira Airport,MBU,AGGD
Megiddo Airport,,LLMG
Marseille Provence Airport,MRS,LFML
Adak Airport,ADK,PADK
Maykop Airport,,URKM
Mehamn Airport,MEH,ENMH
Mary Airport,MYP,UTAM
West Kutai Melalan Airport,GHS,WALE
Marudi Airport,MUR,WBGM
Melonguane Airport,MNA,WAMN
Martinique Aimé Césaire International Airport,FDF,TFFF
Mayerthorpe Airport,,CEV5
Matak Airport,MWK,WIOM
Rene Mouawad Air Base,KYE,OLKA
José Joaquín de Olmedo International Airport,GYE,SEGU
Centennial Airport,APA,KAPA
Osijek Airport,OSI,LDOS
Phu Quoc International Airport,PQC,VVPQ
Varna Airport,VAR,LBWN
Arad International Airport,ARW,LRAR
Cat Bi International Airport
Djerba–Zarzis International Airport,DJE,DTTJ
Portland International Airport,PDX,KPDX
Lambert–St. Louis International Airport,STL,KSTL
Sam Ratulangi International Airport,MDC,WAMM
City of Derry Airport,LDY,EGAE
Dole–Jura Airport,DLE,LFGJ
Dinard–Pleurtuit–Saint-Malo Airport,DNR,LFRD
Diego Aracena International Airport,IQQ,SCDA
Dongola Airport,DOG
Balıkesir Koca Seyit Airport,EDO,LTFD
Hassan I Airport,EUN,GMML
Chame Airport,,
"Changuinola ""Capitán Manuel Niño"" International Airport",CHX,MPCH
Chashma Airport,,OP19
Chabua Air Force Station,,VECA
Chadyr Lunga Airport,,LUCL
Changzhou Benniu Airport,CZX,ZSCG
Changhai Airport,CNI,ZYCH
Chakulia Airport,,VECK
Chaghcharan Airport,CCN,OACC
Chapecó Airport,XAP,SBCH
Chalon – Champforgeuil Airport,XCD,LFLH
Changbaishan Airport,NBS,ZYBS
Charles Prince Airport,,FVCP
Charlottesville Albemarle Airport,CHO,KCHO
Chalkyitsik Airport,CIK,PACI
Chambers County-Winnie Stowell Airport,,
Charleville Airport,CTL,YBCV
Charles A. Chase Jr. Memorial Field,,
Chapleau Water Airport,,
Ugolny Airport,DYR,UHMA
Noyabrsk Airport,NOJ,USRO
Agra Civil Enclave,AGR,VIAG
Rurrenabaque Airport,RBQ,SLRQ
San Cristóbal Airport,SCY,SEST
Selfoss Airport,,BISF
Savannakhet Airport,ZVK,VLSK
Sept-Îles Airport,YZV,CYZV
Siglufjörður Airport,SIJ,BISI
Shaybah Airport,,OESB
Sioux Gateway Airport,SUX,KSUX
Sisimiut Airport,JHS,BGSS
Tanajib Airport,,OETN
Ain Arnat Airport,QSF,DAAS
São Carlos Airport,QSC,SDSC
Tiaret - Abdelhafid Boussouf Bou Chekif Airport,TID,DAOB
Stara Zagora Airport,SZR,LBSZ
Timimoun Airport,TMX,DAUT
Tshimpi Airport,MAT,FZAM
Trois-Rivières Airport,YRQ,CYRQ
Sidi Mahdi Airport,TGR,DAUK
Zenata – Messali El Hadj Airport,TLM,DAON
Melfi Airport,MEF,
Martin Airport,,LZMA
Marsa Matruh International Airport,MUH
Matei Airport,TVU,NFNM
Mayaguana Airport,MYG,MYMM
Mariscal Lamar International Airport,CUE,SECU
Menongue Airport,SPP,FNME
Mercer County Airport,BLF,KBLF
Mercer County Regional Airport,,KHZE
Mesquite Airport,MFH,
Maxson Airfield,AXB,
Memphis Municipal Airport,,
Flores Airport,FLW,LPFL
Fort St. John Airport,YXJ,CYXJ
Galway Airport,GWY,EICM
Gander International Airport,YQX,CYQX
Gary/Chicago International Airport,,KGYY
Fuerteventura Airport,FUE,GCFV
Antalya Gazipasa-Alanya Airport,GZP,LTFG
Oğuzeli Airport,GZT,LTAJ
George Airport,GRJ,FAGG
Genoa Cristoforo Colombo Airport,GOA,LIMJ
Fukue Airport,FUJ,RJFE
Shirak International Airport,LWN,UDSG
Pearls Airport,,TGPG
Gorna Oryahovitsa Airport,GOZ,LBGO
Grootfontein Airport,GFY,FYGF
Federico García Lorca Granada Airport,GRX,LEGR
H. Hasan Aroeboesman Airport,ENE,WATE
Grenoble-Isère Airport,GNB,LFLS
Great Barrier Reef Airport
Haluoleo Airport,KDI,WAWW
John C. Munro Hamilton International Airport,YHM,CYHM
Hefei Xinqiao International Airport
Harstad/Narvik Airport,EVE,ENEV
"Haugesund Airport, Karmøy"
General Ignacio Pesqueira García International Airport
Hewanorra International Airport,UVF,TLPL
High Level Airport,YOJ,CYOJ
Hilo International Airport,ITO,PHTO
Hun Airport
Hua Hin Airport
Huahine – Fare Airport
Spa-La Sauvenière Airport,,EBSP
Poeketi Airstrip,,SMPE
Yei Airport,
Ängelholm-Helsingborg Airport,AGH,ESTA
Sipaliwini Airstrip,,SMSI
Centocelle Airport,,LIRC
Scatsta Airport,SCS,EGPM
Bojnord Airport,BJB,OIMN
Frans Seda Airport,MOF,WATC
"Fagernes Airport, Leirin",VDB,ENFG
Kayser Airstrip,,SMKE
Long Lellang Airport,LGL,WBGF
Midden-Zeeland Airport,,EHMZ
Sampit Airport,SMQ,WAOS
Ba'kelalan Airport,BKM,WBGQ
Tommanggong Airport,TMG,WBKM
Samarinda International Airport,AAP,WALS
Sittwe Airport,AKY,VYSW
Pangsuma Airport,PSU,WIOP
Tanjung Manis Airport,TGC,WBGT
Komodo Airport,LBJ,WATO
Yoron Airport,RNJ,RORY
Shonai Airport,SYO,RJSY
Kikai Airport,KKX,RJKI
General Leobardo C. Ruiz International Airport,ZCL,MMZC
Minatitlán/Coatzacoalcos National Airport,MTT,MMMT
Cañal Bajo Carlos Hott Siebert Airport,ZOS,SCJO
Gobernador Horacio Guzmán International Airport,JUJ,SASJ
New Castle Airport,ILG,KILG
Antrim County Airport,ACB,KACB
Sharurah Domestic Airport,SHW,OESH
Westchester County Airport
Le Puy – Loudes Airport,LPY,LFHP
Green Bay–Austin Straubel International Airport,GRB,KGRB
Gatineau-Ottawa Executive Airport,YND,CYND
Presidente Castro Pinto International Airport,JPA,SBJP
Piloto Civil Norberto Fernández International Airport,RGL,SAWG
Simón Bolívar International Airport,SMR,SKSM
McCarthy Airport,MXY,PAMX
Meghauli Airport,MEY,VNMG
Mayor Buenaventura Vivas Airport,STD,SVSO
Merced Regional Airport,MCE,KMCE
Megève Aerodrome,MVV,LFHM
Mendi Airport,MDU,AYMN
Mayville Municipal Airport,,
Mefford Field Airport,TLR,KTLR
McCook Army Airfield,,
Meridian Regional Airport,MEI,KMEI
McDermitt State Airport,,
Mason County Airport,LDM,KLDM
McGehee Catfish Restaurant Airport,,
McKinnon Airpark,,
Mesa Del Rey Airport,KIC,KKIC
McMinn Airport,,
Melbourne International Airport,MLB,KMLB
"Honningsvåg Airport, Valan"
Horta Airport
Iași International Airport,IAS,LRIA
Crnl. FAP Francisco Secada Vignetta International Airport,IQT,SPQT
Ibiza Airport,IBZ,LEIB
Inverness Airport,INV,EGPE
Iwami Airport,IWJ,RJOW
Irkutsk International Airport,IKT,UIII
Jacksonville International Airport,JAX,KJAX
Francisco Carle Airport,JAU,SPJJ
Yakutsk Airport,YKS,UEEE
Kadugli Airport,KDX
John A. Osborne Airport,MNI,TRPG
Jomsom Airport,JMO,VNJS
Kahramanmaraş Airport,KCM,LTCN
Kandi Airport,KDC,DBBK
Cacique Aramare Airport,PYH,SVPA
Rio Grande Airport,RGA,SAWE
Jessore Airport,JSR,VGJR
Baotou Erliban Airport,BAV,ZBOW
Longyan Guanzhishan Airport,LCX,ZSLD
Qingyang Airport,IQN,ZLQY
Kokura Airport,,
Kitadaito Airport,KTD,RORK
Tomás de Heres Airport,CBL,SVCB
Tres de Mayo Airport,PUU,SKAS
Loakan Airport,BAG,RPUB
Nadym Airport,NYM,USMM
Weerawila Airport,WRZ,VCCW
Tajima Airport,TJH,RJBT
Rajahmundry Airport,RJA,VORY
Shillong Airport,SHL,VEBI
Prayagraj Airport,IXD,VIAL
Gafsa – Ksar International Airport,GAF,DTTF
Sikasso Airport,KSS,GASK
Sfax–Thyna International Airport,SFA,DTTX
Yamoussoukro Airport,ASK,DIYO
Mount Pleasant Municipal Airport,MOP,KMOP
Wauchula Municipal Airport,,KCHN
Naxos Island National Airport,JNX,LGNX
Aberdeen Regional Airport,ABR,KABR
Greater Moncton International Airport,YQM,CYQM
Astoria Regional Airport,AST,KAST
Laramie Regional Airport,LAR,KLAR
Ha'il Regional Airport
Lafayette Regional Airport,LFT,KLFT
Sioux Falls Regional Airport,FSD,KFSD
Rapid City Regional Airport,RAP,KRAP
Ta’if Regional Airport,TIF,OETF
Tabuk Regional Airport,TUU,OETB
Wekweètì Airport,YFJ,CYWE
São José dos Campos Airport,SJK,SBSJ
Altamira Airport,ATM,SBHT
Cabinda Airport,CAB,FNCA
Joaquim Kapango Airport,SVP,FNKU
Luena Airport,LUO,FNUE
Parintins Airport,PIN,SWPI
Uberaba Airport,UBA,SBUR
Welwitschia Mirabilis International Airport,MSZ,FNMO
Salem Airport,SXV,VOSM
Vellore Airport,,VOVR
Pondicherry Airport,PNY,VOPC
Basongo Airport,BAN,FZVR
Yangambi Airport,YAN,FZIR
Bau Airport,,FZFF
Legazpi Airport,LGP,RPLP
Tejgaon Airport,,VGTJ
Kjeller Airport,,ENKJ
Otis Air National Guard Base,FMH,KFMH
Shinyanga Airport,SHY
Ibadan Airport,IBA,DNIB
Mary River Aerodrome,YMV,
McKinley National Park Airport,MCL,PAIN
McEntire Joint National Guard Base,MMT,KMMT
May Creek Airport,MYK,
Mesquite Metro Airport,,KHQZ
Maxwell Private Airport,,
McMinnville Municipal Airport,MMV,KMMV
Martin State Airport,MTN,KMTN
Masvingo Airport,MVZ,FVMV
Marshall Army Airfield,FRI,KFRI
William Robert Johnston Municipal Airport,,
McKinley Field,,
Marsabit Airport,RBT
Marshfield Municipal Airport,MFI,KMFI
Marion County Regional Airport,FLP,KFLP
Memorial Field Airport
Mena Intermountain Municipal Airport,UMZ,KMEZ
Marlboro Airport,MXG,
Memaloose USFS Airport,,
McKenzie Bridge State Airport,,
Meadows Field Airport,BFL,KBFL
Menomonie Municipal Airport,,KLUM
Merle K. (Mudhole) Smith Airport,CDV,PACV
Merowe Airport,MWE
Matsumoto Airport,MMJ,RJAF
Matari Airport,IRP,FZJH
Markala Airport,,GAMA
Meekatharra Airport,MKR,YMEK
Ménaka Airport,,GAMK
Meixian Airport,MXZ,ZGMX
Juanda International Airport,SUB,WARR
Kahului Airport,OGG,PHOG
Kangding Airport,KGT,ZUKD
Kamloops Airport,YKA,CYKA
Khrabrovo Airport,KGD,UMKK
Mallam Aminu Kano International Airport,KAN,DNKN
Kastamonu Airport,KFS,LTAL
Karlovy Vary Airport,KLV,LKKV
Kansas City International Airport,MCI,KMCI
Kasane Airport,BBK,FBKE
Katowice-Muchowiec Airport,,EPKM
Erkilet International Airport,ASR,LTAU
Kerry Airport,KIR,EIKY
Khon Kaen Airport,KKC,VTUK
Kelowna International Airport,YLW,CYLW
Kinston Regional Jetport,ISO,KISO
Kissimmee Gateway Airport,ISM,KISM
Kirkwall Airport,KOI,EGPA
"Kirkenes Airport, Høybuktmoen",KKN,ENKR
Porbandar Airport,PBD,VAPR
Temindung Airport,,
Choibalsan Airport,COQ,ZMCD
San Luis Potosí International Airport,SLP,MMSP
Ing. Alberto Acuña Ongay International Airport,CPE,MMCP
Lawas Airport,LWY,WBGW
Ciudad Constitución Airport,CUA,MMDA
Tachilek Airport,THL,VYTL
Bario Airport,BBN,WBGZ
Vilhelmina Airport,VHM,ESNV
Hemavan-Tärnaby Airport
Trollhättan-Vänersborg Airport,THN,ESGT
Xuzhou Guanyin Airport,XUZ,ZSXZ
Bar Yehuda Airfield,MTZ,LLMZ
Ein Yahav Airfield,EIY,LLEY
St. Catherine International Airport,SKV
Tehini Airport,BQO,DIBN
Nanyuki Airport,NYK
General Pico Airport,GPO,SAZG
Metz-Frescaty Air Base,MZM,LFSF
Salluit Airport,YZG,CYZG
Hay River/Merlyn Carter Airport,YHY,CYHY
Jardines del Rey Airport,CCC,MUCC
Hans Christian Andersen Airport,ODE,EKOD
Bukoba Airport,BKZ
Torslanda Airport,GOT,ESGB
Kigoma Airport,TKQ
San Carlos Airport,SQL,KSQL
Brownsville/South Padre Island International Airport,BRO,KBRO
Caernarfon Airport,,EGCK
Albina Airstrip,ABN,SMBN
Hattfjelldal Airfield,,ENHT
Engeløy Airport,,ENEN
Konarak Airport,ZBR,OIZC
Rasht Airport,RAS,OIGG
Mejametalana Airport,,FXMU
Ilam Airport,IIL,OICI
Dezful Airport,DEF,OIAD
Lamerd International Airport,LFM,OISR
Khorramabad Airport,KHD,OICK
Ulawa Airport,RNA,AGAR
Santa Cruz/Graciosa Bay/Luova Airport,SCZ,AGGL
Gorgan Airport,GBT,OING
Yasuj Airport,YES,OISY
Maupiti Airport,MAU,NTTP
Mbanza Congo Airport,SSY,FNBC
Melfort (Miller Field) Aerodrome,,
Matane Airport,YME,CYME
Merritt Airport,YMB,
McBride/Charlie Leake Field Aerodrome,,
Detroit Metropolitan Wayne County Airport,DTW,KDTW
Markham Airport,,
McCreary Airport,,
Douglas–Charles Airport,DOM,TDPD
Masset Airport,ZMT,CZMT
Mercedita Airport,PSE,TJPS
Martín Miguel de Güemes International Airport,SLA,SASA
Mau Hau Airport,WGP,WADW
Meadow Lake Airport,FLY,KFLY
Meriden Markham Municipal Airport,,KMMK
McGill Airport,,
Maryborough Airport,,YMBU
Mathis Airport,,
McGrath Airport,MCG,PAMC
Mbarara Airport,MBQ
Mejit Airport,MJB,
Kiruna Airport,KRN,ESNQ
Konya Airport,KYA,LTAN
Sultan Ismail Petra Airport,KBR,WMKC
Roskilde Airport,RKE,EKRK
Kruger Mpumalanga International Airport,MQP,FAKN
"Kristiansand Airport, Kjevik",KRS,ENCN
Kudat Airport,KUD,WBKT
Sultan Abdul Aziz Shah Airport,SZB,WMSA
Kulusuk Airport,KUS,BGKK
Kununurra Airport,KNX,YPKU
Lae Nadzab Airport,LAE,AYNZ
Kärdla Airport,KDL,EEKA
Colonia Airport,CYR,SUCA
Lahad Datu Airport,LDU,WBKD
La Rochelle – Île de Ré Airport,LRH,LFBH
Lannion – Côte de Granit Airport,LAI,LFRO
Langkawi International Airport,LGK,WMKL
Lamezia Terme International Airport,SUF,LICA
Jolly Grant Airport,DED,VIDN
Long Seridan Airport,ODN,WBGI
Tippi Airport,TIE
Sam Mbakwe Airport,QOW,DNIM
Abdul Rachman Saleh Airport,MLG,WARA
La Nubia Airport,MZL,SKMZ
Alfonso López Pumarejo Airport,VUP,SKVP
Santa Ana Airport,CRC,SKGO
Yacuiba Airport,BYC,SLYA
Alcides Fernández Airport,ACD,SKAD
Wuhai Airport,WUA,ZWUH
Jiayuguan Airport,JGN,ZLJQ
Xiangyang Liuji Airport,XFN,ZHXF
Enshi Xujiaping Airport,ENH,ZHES
Ganzhou Huangjin Airport,KOW,ZSGZ
Xingyi Wanfenglin Airport,ACX,ZUYI
Nanyang Jiangying Airport,NNY,ZHNY
Sri Sathya Sai Airport,PUT,VOPN
Ramon Airport,ETM,LLER
Florø Airport,FRO,ENFL
Andøya Airport,ANX,ENAN
Arnold Field,,
Ayawasi Airport,AYW,WASA
Auberge Des Fleurs Airport,,
Austin Airport,ASQ,KTMT
Austin Municipal Airport,AUM,KAUM
Ogle County Airport,,
John F. Kennedy Memorial Airport,ASX,KASX
Atlanta Airport,,
Jim Hamilton – L.B. Owens Airport,CUB,KCUB
Larestan International Airport,LRR,OISL
Hamadan Airport
Lavan Airport,LVP,OIBV
Jiroft Airport,JYR,OIKJ
Sabzevar Airport,AFZ,OIMS
Khoy Airport,KHY,OITK
Rafsanjan Airport,RJN,OIKR
Fera Airport,FRE,AGGF
Fasa Airport,FAZ,OISF
Shahrekord Airport,CQD,OIFS
Noshahr Airport,NSH,OINN
Santa Ana Airport,NNB,AGGT
Rennell/Tingoa Airport,RNL,AGGR
Mono Airport,MNY,AGGO
Kaghau Airport,KGE,AGKG
Kirakira Airport,IRA,AGGK
Mahshahr Airport,MRX,OIAM
Sawan Airport,RZS,OPSW
Ramata Airport,RBV,AGRM
Tabas Airport,TCX,OIMT
Sparrevohn LRRS Airport,SVW,PASV
Mawlamyaing Airport,MNU,VYMM
Mbuji Mayi Airport,MJM,FZWA
Martín García Island Airport,,SAAK
Matahora Airport,WNI,WAWD
Mersing Airport,MEP,WMAU
Matsapha Airport,MTS,FDMS
Prince Said Ibrahim International Airport
Dajabón Airport,,MDDJ
Larnaca International Airport,LCA,LCLK
Shimojishima Airport,SHI,RORS
Malabo International Airport,SSG,FGSL
Tozeur–Nefta International Airport,TOE,DTTZ
Lutsk Airport,UCK,UKLC
Nouméa Magenta Airport,GEA,NWWM
Kushok Bakula Rimpochee Airport,IXL,VILH
Lelystad Airport,LEY,EHLE
Lijiang Sanyi Airport,LJG,ZPLJ
Linköping/Saab Airport,LPI,ESSL
Lipetsk Airport,LPK,UUOL
Harry Mwanga Nkumbula International Airport,LVI,FLHN
